"ImportFilGuid"	"DelningDataGuid"	"Ruta"	"TypRuta"	"Provyta"	"DelYta"	"Avst1"	"Rikt1"	"Avst2"	"Rikt2"	"Avst3"	"Rikt3"	"Avst4"	"Rikt4"	"Avst5"	"Rikt5"	"Avst6"	"Rikt6"	"Avst7"	"Rikt7"	"Avst8"	"Rikt8"	"TIDSPARAD"	"DelTagNr"	"Deleted"	"TStamp"	"VERDATUM"	"FullSokvag"	"Filnamn"	"InsatsAr"	"SenastAndrad"	"ErrorLoading2"	"ErrorCode2"	"ErrorDescription2"	"LoadingEvent"	"ArsvisSokvagGuid"
"5DA11ACA-3AE3-4A4F-B1C8-ECCFB62F9F05"	"9DD6E856-0472-4D8D-8B90-3660AC7AB1AD"	82	1	10	3	100	76	100	308	-1	-1	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_09\Lag77\2009-07-28\Ruta062\NILS\Databas\Röd\062.mdb"	NA	2009	2009-07-28 20:12:00	NA	NA	NA	"0D963FBB-2E81-4657-8616-A250E848CEF4"	"27E00B2B-E80A-4D59-9EEA-0280F899B5F7"
"1FD9D391-9FAB-40F9-BF35-2AC942AC3437"	"00584853-F9BC-448E-95E4-5B3503F39C98"	84	1	1	1	100	183	100	297	-2	-1	-2	-1	-2	-1	-2	-1	-2	-1	-2	-1	20100604151849	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_10\Lag71\2010-06-22\495\Database\BasNils\Red\495.mdb"	NA	2010	2010-06-22 19:16:00	NA	NA	NA	"BECF1736-934A-40D5-B134-670B67D0A69A"	"06DE1F00-D8B9-4741-B927-BE1F867B906E"
"42949C2D-58CB-4B29-9C72-0001B3D22D9A"	"7C1F873D-CFCC-4A1E-8E2B-8A089BD1C81E"	84	1	3	1	100	205	100	63	-2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20100713010045	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_10\Lag71\2010-07-09\509\Database\BasNils\Red\509.mdb"	NA	2010	2010-07-12 08:40:00	NA	NA	NA	"2E38DE1B-B6C0-428B-977F-E5F5298A5C62"	"06DE1F00-D8B9-4741-B927-BE1F867B906E"
"42949C2D-58CB-4B29-9C72-0001B3D22D9A"	"7A6DE3BA-86BB-4B0B-AA58-8D902AC4402B"	84	1	3	3	100	31	100	252	-2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20100713010045	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_10\Lag71\2010-07-09\509\Database\BasNils\Red\509.mdb"	NA	2010	2010-07-12 08:40:00	NA	NA	NA	"2E38DE1B-B6C0-428B-977F-E5F5298A5C62"	"06DE1F00-D8B9-4741-B927-BE1F867B906E"
"42949C2D-58CB-4B29-9C72-0001B3D22D9A"	"72DE4A30-D6AE-42B2-A4A2-1E14F53F403F"	84	1	7	2	100	56	100	270	-2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20100713010045	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_10\Lag71\2010-07-09\509\Database\BasNils\Red\509.mdb"	NA	2010	2010-07-12 08:40:00	NA	NA	NA	"2E38DE1B-B6C0-428B-977F-E5F5298A5C62"	"06DE1F00-D8B9-4741-B927-BE1F867B906E"
"42949C2D-58CB-4B29-9C72-0001B3D22D9A"	"DDD386A2-D23D-43FA-AC6A-83B4ECEBD219"	84	1	9	2	100	327	68	244	100	182	-2	-1	-1	-1	-1	-1	-1	-1	-1	-1	20100713010045	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_10\Lag71\2010-07-09\509\Database\BasNils\Red\509.mdb"	NA	2010	2010-07-12 08:40:00	NA	NA	NA	"2E38DE1B-B6C0-428B-977F-E5F5298A5C62"	"06DE1F00-D8B9-4741-B927-BE1F867B906E"
"265443BE-B771-421D-A205-5F374903EBB3"	"F82ED772-53C1-4875-A22C-7FAF4AE72D31"	85	1	10	1	100	275	100	59	-1	-1	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\2_FALT\Fältdata\Indata\basNILS\Allegro_databaser_från_fält_2003-2009\Säsong_2008\Lag 75\Omrade69\Databas\Röd\Nilsdb.mdb"	NA	2008	2008-08-27 14:02:00	NA	NA	NA	"F2A0731B-CA04-4D2C-AB83-AF7F90A6BFA4"	"99308A9E-88E4-4FCA-BB34-99292684F941"
"5B5590BE-2661-4CA3-A1DC-5E1B8D63FB5A"	"4C3B3375-FBC1-4085-9239-7E6FBBD48FB3"	89	1	3	1	100	24	100	110	-2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20100924010350	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_10\Lag78\2010-09-23\341\Database\BasNils\Red\341.mdb"	NA	2010	2010-09-23 12:12:00	NA	NA	NA	"3CB80A7A-1A8E-437A-AED6-F10525BA5802"	"06DE1F00-D8B9-4741-B927-BE1F867B906E"
"5B5590BE-2661-4CA3-A1DC-5E1B8D63FB5A"	"19F46748-64AE-4952-9338-1C444ACC2690"	89	1	9	1	100	23	100	161	-2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20100924010350	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_10\Lag78\2010-09-23\341\Database\BasNils\Red\341.mdb"	NA	2010	2010-09-23 12:12:00	NA	NA	NA	"3CB80A7A-1A8E-437A-AED6-F10525BA5802"	"06DE1F00-D8B9-4741-B927-BE1F867B906E"
"5B5590BE-2661-4CA3-A1DC-5E1B8D63FB5A"	"E6369B47-99EA-43BF-B60A-EDBA795E9CEC"	89	1	10	1	100	3	100	111	-2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20100924010350	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_10\Lag78\2010-09-23\341\Database\BasNils\Red\341.mdb"	NA	2010	2010-09-23 12:12:00	NA	NA	NA	"3CB80A7A-1A8E-437A-AED6-F10525BA5802"	"06DE1F00-D8B9-4741-B927-BE1F867B906E"
"5B5590BE-2661-4CA3-A1DC-5E1B8D63FB5A"	"7152B030-5341-4F53-BAAD-E48B087356CB"	89	1	12	1	100	300	100	175	-2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20100924010350	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_10\Lag78\2010-09-23\341\Database\BasNils\Red\341.mdb"	NA	2010	2010-09-23 12:12:00	NA	NA	NA	"3CB80A7A-1A8E-437A-AED6-F10525BA5802"	"06DE1F00-D8B9-4741-B927-BE1F867B906E"
"5B5590BE-2661-4CA3-A1DC-5E1B8D63FB5A"	"57885B25-500D-410D-B559-B1EFA68C577E"	89	1	12	2	100	350	100	174	100	175	100	300	-1	-1	-1	-1	-1	-1	-1	-1	20100924010350	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_10\Lag78\2010-09-23\341\Database\BasNils\Red\341.mdb"	NA	2010	2010-09-23 12:12:00	NA	NA	NA	"3CB80A7A-1A8E-437A-AED6-F10525BA5802"	"06DE1F00-D8B9-4741-B927-BE1F867B906E"
"5B5590BE-2661-4CA3-A1DC-5E1B8D63FB5A"	"FAB54D67-F635-40CF-851E-7EBA24045472"	89	1	12	4	100	128	80	90	100	90	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20100924010350	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_10\Lag78\2010-09-23\341\Database\BasNils\Red\341.mdb"	NA	2010	2010-09-23 12:12:00	NA	NA	NA	"3CB80A7A-1A8E-437A-AED6-F10525BA5802"	"06DE1F00-D8B9-4741-B927-BE1F867B906E"
"5B5590BE-2661-4CA3-A1DC-5E1B8D63FB5A"	"2C2F9BCE-AAE8-4675-8D5B-5C917924B2F8"	89	1	12	5	100	90	80	90	100	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20100924010350	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_10\Lag78\2010-09-23\341\Database\BasNils\Red\341.mdb"	NA	2010	2010-09-23 12:12:00	NA	NA	NA	"3CB80A7A-1A8E-437A-AED6-F10525BA5802"	"06DE1F00-D8B9-4741-B927-BE1F867B906E"
"4FBD646A-83DF-4D40-A447-E6C07B5E3A5D"	"BBB2A80F-6E99-418F-BB21-C3119E8A3954"	90	1	2	1	100	220	41	252	100	333	-2	-1	-2	-1	-2	-1	-2	-1	-2	-1	20080725111623	NA	NA	NA	NA	"\\terra.srh.slu.se\2_FALT\Fältdata\Indata\basNILS\Allegro_databaser_från_fält_2003-2009\Säsong_2008\Lag 76\Omrade123\Databas\Blå\Nilsdb.mdb"	NA	2008	2009-02-26 12:28:00	NA	NA	NA	"F2A0731B-CA04-4D2C-AB83-AF7F90A6BFA4"	"99308A9E-88E4-4FCA-BB34-99292684F941"
"6C00DDA1-C855-4CAA-A61A-D09959030A79"	"AAAB7DEE-8FEE-4BD6-B546-61CBDCE4A3E1"	90	1	3	2	100	340	100	232	-1	-1	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\2_FALT\Fältdata\Indata\basNILS\Allegro_databaser_från_fält_2003-2009\Säsong_2008\Lag 76\Omrade90\Databas\Blå\Nilsdb.mdb"	NA	2008	2008-07-31 14:26:00	NA	NA	NA	"F2A0731B-CA04-4D2C-AB83-AF7F90A6BFA4"	"99308A9E-88E4-4FCA-BB34-99292684F941"
"4FBD646A-83DF-4D40-A447-E6C07B5E3A5D"	"1EC03435-3C49-4BED-B879-18344DC67340"	90	1	9	1	100	210	100	338	-1	-1	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\2_FALT\Fältdata\Indata\basNILS\Allegro_databaser_från_fält_2003-2009\Säsong_2008\Lag 76\Omrade123\Databas\Blå\Nilsdb.mdb"	NA	2008	2009-02-26 12:28:00	NA	NA	NA	"F2A0731B-CA04-4D2C-AB83-AF7F90A6BFA4"	"99308A9E-88E4-4FCA-BB34-99292684F941"
"B9272322-0C5E-44A0-A14E-E3604F5DD8F7"	"BD41C250-DF01-443C-9E01-403B58B05FA9"	91	1	1	1	100	334	100	142	-2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20110923010050	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_11\Lag68\2011-09-22\091\Database\BasNils\Red\091.mdb"	NA	2011	2011-09-22 19:35:00	NA	NA	NA	"5C2073A7-43FC-4BFA-9FE5-E4B150A156D3"	"06DE1F00-D8B9-4741-B927-BE1F867B906E"
"6651BB9B-A6A1-4967-A05E-C0630D8E2ECF"	"D7CD73EB-E508-488E-BEF9-07D3E31E3675"	92	1	1	1	100	327	100	110	-1	-1	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_09\Lag77\2009-08-11\Ruta094\NILS\Databas\Röd\094.mdb"	NA	2009	2009-08-31 11:21:00	NA	NA	NA	"0D963FBB-2E81-4657-8616-A250E848CEF4"	"27E00B2B-E80A-4D59-9EEA-0280F899B5F7"
"FA1C662C-7EF9-4A3D-8D0C-EDA0B91DD791"	"FFBFAA80-C878-43FC-BC19-2E782C73F05F"	92	1	2	2	100	107	75	136	33	192	100	332	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_09\Lag77\2009-07-19\Ruta067\NILS\Databas\Röd\067.mdb"	NA	2009	2009-08-31 15:43:00	NA	NA	NA	"0D963FBB-2E81-4657-8616-A250E848CEF4"	"27E00B2B-E80A-4D59-9EEA-0280F899B5F7"
"CE24255E-6C99-4FB3-B989-1C24122B7DBF"	"B4EDB14A-7246-4884-BCFC-11FBD16D82C2"	92	1	7	1	100	280	100	135	-1	-1	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_09\Lag77\2009-07-15\Ruta067\NILS\Databas\Röd\067.mdb"	NA	2009	2009-08-31 16:55:00	NA	NA	NA	"0D963FBB-2E81-4657-8616-A250E848CEF4"	"27E00B2B-E80A-4D59-9EEA-0280F899B5F7"
"0554D52E-A0E6-4E53-8F2C-05503F41BFAD"	"39671BBC-5035-418E-8864-0DDE67AEE65E"	92	1	8	1	100	306	100	109	-1	-1	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\2_FALT\Fältdata\Indata\basNILS\Allegro_databaser_från_fält_2003-2009\Säsong_2009\Lag 77\Ruta094\NILS\Databas\Röd\094.mdb"	NA	2009	2009-08-13 11:57:00	NA	NA	NA	"0D963FBB-2E81-4657-8616-A250E848CEF4"	"528DF55D-97EA-46F8-9758-E5602074ADD5"
"534F7F64-9496-40E1-AE10-D87F35561380"	"386B5056-D9CC-4B79-8ACB-0CE73A1A0122"	92	1	12	1	100	336	14	315	100	146	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\2_FALT\Fältdata\Indata\basNILS\Allegro_databaser_från_fält_2003-2009\Säsong_2009\Lag 77\Ruta062\NILS\Databas\Röd\062.mdb"	NA	2009	2009-07-28 21:12:00	NA	NA	NA	"0D963FBB-2E81-4657-8616-A250E848CEF4"	"528DF55D-97EA-46F8-9758-E5602074ADD5"
"C8C16E45-4F6D-4D10-8E12-D3FABC489AFF"	"3390A835-0243-437B-9B11-04359A37DAEE"	94	1	4	2	100	42	57	231	100	273	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_09\Lag77\2009-08-18\Ruta057\NILS\Databas\Röd\057.mdb"	NA	2009	2009-08-18 15:52:00	NA	NA	NA	"0D963FBB-2E81-4657-8616-A250E848CEF4"	"27E00B2B-E80A-4D59-9EEA-0280F899B5F7"
"0554D52E-A0E6-4E53-8F2C-05503F41BFAD"	"CD999E3D-86ED-42F3-83FC-44F79DD00360"	94	1	7	1	100	9	100	115	-1	-1	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\2_FALT\Fältdata\Indata\basNILS\Allegro_databaser_från_fält_2003-2009\Säsong_2009\Lag 77\Ruta094\NILS\Databas\Röd\094.mdb"	NA	2009	2009-08-13 11:57:00	NA	NA	NA	"0D963FBB-2E81-4657-8616-A250E848CEF4"	"528DF55D-97EA-46F8-9758-E5602074ADD5"
"E9A6A6FE-F0D6-4331-A6A0-7A337560666B"	"A83BC469-AA0C-4984-A66A-0EB3B5DB4BD6"	96	1	9	2	100	254	100	67	100	88	100	230	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\2_FALT\Fältdata\Indata\basNILS\Allegro_databaser_från_fält_2003-2009\Säsong_2008\Lag 75\Omrade126\Databas\Röd\Nilsdb.mdb"	NA	2008	2008-11-14 13:47:00	NA	NA	NA	"F2A0731B-CA04-4D2C-AB83-AF7F90A6BFA4"	"99308A9E-88E4-4FCA-BB34-99292684F941"
"5DA11ACA-3AE3-4A4F-B1C8-ECCFB62F9F05"	"12C51FA8-14F8-45C4-A452-26032DF63774"	98	1	11	1	100	219	24	227	44	85	100	115	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_09\Lag77\2009-07-28\Ruta062\NILS\Databas\Röd\062.mdb"	NA	2009	2009-07-28 20:12:00	NA	NA	NA	"0D963FBB-2E81-4657-8616-A250E848CEF4"	"27E00B2B-E80A-4D59-9EEA-0280F899B5F7"
"87DC3F95-0953-499B-B628-94EF3A04808E"	"820EACBF-DD7D-4077-A4B2-ED7DAD545764"	100	1	6	2	100	175	73	242	5	312	100	330	-2	-1	-1	-1	-1	-1	-1	-1	20101002010059	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_10\Lag76\2010-10-01\095\Database\BasNils\Red\095.mdb"	NA	2010	2010-09-29 13:00:00	NA	NA	NA	"3763C995-8D73-4A1D-A831-BD37DB3F335A"	"06DE1F00-D8B9-4741-B927-BE1F867B906E"
"87DC3F95-0953-499B-B628-94EF3A04808E"	"3D06BA11-BAAE-4AB2-8363-04315B1848AA"	100	1	11	1	100	232	100	348	-2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20101002010059	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_10\Lag76\2010-10-01\095\Database\BasNils\Red\095.mdb"	NA	2010	2010-09-29 13:00:00	NA	NA	NA	"3763C995-8D73-4A1D-A831-BD37DB3F335A"	"06DE1F00-D8B9-4741-B927-BE1F867B906E"
"3646E4F5-12F1-45BB-8B70-A46831DA3E87"	"6D042370-AF7D-4F18-A094-06ACE9B5875C"	100	1	12	1	100	32	49	121	100	116	-2	-1	-2	-1	-2	-1	-2	-1	-2	-1	20100603144209	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_10\Lag76\2010-06-16\177\Database\BasNils\Red\177.mdb"	NA	2010	2010-06-17 10:12:00	NA	NA	NA	"931FC4B3-8832-4C0D-AFD1-A53E17B8878D"	"06DE1F00-D8B9-4741-B927-BE1F867B906E"
"EDE1F761-F764-4658-9611-F6CBC07BA989"	"FBD9B5EB-BE06-4D92-85FC-34D0209BF764"	101	1	2	1	100	323	100	165	-1	-1	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\2_FALT\Fältdata\Indata\basNILS\Allegro_databaser_från_fält_2003-2009\Säsong_2008\Lag 76\Omrade231\Databas\Röd\Nilsdb.mdb"	NA	2008	2009-04-15 10:43:00	NA	NA	NA	"F2A0731B-CA04-4D2C-AB83-AF7F90A6BFA4"	"99308A9E-88E4-4FCA-BB34-99292684F941"
"993D04DF-09B0-409E-A2E3-9ED9FC739CAB"	"D54E9F5C-2ABC-47B0-B246-7B55ECDE5230"	101	1	7	1	100	220	100	323	-1	-1	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\2_FALT\Fältdata\Indata\basNILS\Allegro_databaser_från_fält_2003-2009\Säsong_2008\Lag 76\Omrade101\Databas\Blå\Nilsdb.mdb"	NA	2008	2008-06-13 10:09:00	NA	NA	NA	"F2A0731B-CA04-4D2C-AB83-AF7F90A6BFA4"	"99308A9E-88E4-4FCA-BB34-99292684F941"
"CF72DBBB-6FB7-4CD0-B0C6-4081E32598FA"	"F0574B24-56A7-4D1A-97D9-0CFBF04D4A21"	102	1	2	2	100	255	68	284	100	324	100	42	44	20	100	224	-2	-1	-1	-1	20111005010058	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_11\Lag71\2011-10-04\227\Database\BasNils\Red\227.mdb"	NA	2011	2011-10-04 21:23:00	NA	NA	NA	"D93DCF0D-60E3-452C-9077-444FEEB1E43B"	"06DE1F00-D8B9-4741-B927-BE1F867B906E"
"CF72DBBB-6FB7-4CD0-B0C6-4081E32598FA"	"11D2A40E-5AF7-4E3E-9273-7992BFAE0D87"	102	1	11	2	100	152	100	17	-2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20111005010058	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_11\Lag71\2011-10-04\227\Database\BasNils\Red\227.mdb"	NA	2011	2011-10-04 21:23:00	NA	NA	NA	"D93DCF0D-60E3-452C-9077-444FEEB1E43B"	"06DE1F00-D8B9-4741-B927-BE1F867B906E"
"FC425EBB-4395-4913-B1A3-66E21E2F1AD8"	"8E3D2F83-AFCC-4AC7-A1BA-007E8BAEE60C"	103	1	4	1	100	310	100	124	-1	-1	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\2_FALT\Fältdata\Indata\basNILS\Allegro_databaser_från_fält_2003-2009\Säsong_2009\Kontrollinventeringar\Ruta045_kontroll\NILS\Databas\Röd\045.mdb"	NA	2009	2009-10-29 09:01:00	NA	NA	NA	"0D963FBB-2E81-4657-8616-A250E848CEF4"	"528DF55D-97EA-46F8-9758-E5602074ADD5"
"3C524EE3-54C7-4B96-A0EF-A6465FF8AF10"	"87B910B3-9AB2-4243-9C4E-1F001E6F438D"	103	1	5	1	100	324	100	110	-1	-1	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\2_FALT\Fältdata\Indata\basNILS\Allegro_databaser_från_fält_2003-2009\Säsong_2009\Lag 77\Ruta057\NILS\Databas\Röd\057.mdb"	NA	2009	2009-08-18 16:52:00	NA	NA	NA	"0D963FBB-2E81-4657-8616-A250E848CEF4"	"528DF55D-97EA-46F8-9758-E5602074ADD5"
"9EF4FE2D-8427-42B8-BA60-62F8E8D13D85"	"DEAA5DA5-B34A-46F0-8B55-80C4211639D2"	105	1	1	1	100	201	16	140	100	89	-2	-1	-1	-1	-1	-1	-1	-1	-1	-1	20101006010131	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_10\Lag72\2010-06-13\474\Database\BasNils\Red\474.mdb"	NA	2010	2010-10-05 10:44:00	NA	NA	NA	"0C8CF1B3-60BA-4587-AEA8-00E8A8787724"	"06DE1F00-D8B9-4741-B927-BE1F867B906E"
"9EF4FE2D-8427-42B8-BA60-62F8E8D13D85"	"0EDD424D-99F2-4001-8F90-01AD2C180173"	105	1	1	3	100	15	31	336	100	260	-2	-1	-1	-1	-1	-1	-1	-1	-1	-1	20101006010131	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_10\Lag72\2010-06-13\474\Database\BasNils\Red\474.mdb"	NA	2010	2010-10-05 10:44:00	NA	NA	NA	"0C8CF1B3-60BA-4587-AEA8-00E8A8787724"	"06DE1F00-D8B9-4741-B927-BE1F867B906E"
"42C94408-A0B6-42D7-BB68-61F61DBEA5A9"	"C4718AFE-5609-4DF7-9F7F-1629DBE5DF2C"	106	1	2	1	100	53	100	147	-2	-1	-2	-1	-2	-1	-2	-1	-2	-1	-2	-1	20080604092107	NA	NA	NA	NA	"\\terra.srh.slu.se\2_FALT\Fältdata\Indata\basNILS\Allegro_databaser_från_fält_2003-2009\Säsong_2008\Lag 76\Omrade77\Databas\Blå\Nilsdb.mdb"	NA	2008	2008-06-12 10:15:00	NA	NA	NA	"F2A0731B-CA04-4D2C-AB83-AF7F90A6BFA4"	"99308A9E-88E4-4FCA-BB34-99292684F941"
"BD23FF48-8999-43FD-8B89-61AA609DCADE"	"319C48E4-6733-491C-9F7E-6252A3359EF4"	106	1	3	1	100	285	83	81	100	101	-2	-1	-2	-1	-2	-1	-2	-1	-2	-1	20080604103346	NA	NA	NA	NA	"\\terra.srh.slu.se\2_FALT\Fältdata\Indata\basNILS\Allegro_databaser_från_fält_2003-2009\Säsong_2008\Lag 76\Omrade214\Databas\Blå\Nilsdb.mdb"	NA	2008	2008-08-27 14:05:00	NA	NA	NA	"F2A0731B-CA04-4D2C-AB83-AF7F90A6BFA4"	"99308A9E-88E4-4FCA-BB34-99292684F941"
"ED6CB1F5-A483-4332-95BA-8E9056EB9C1C"	"BB7FF612-9173-4749-90E4-183F26262783"	106	1	4	1	100	50	80	50	100	115	-2	-1	-2	-1	-2	-1	-2	-1	-2	-1	20080604114512	NA	NA	NA	NA	"\\terra.srh.slu.se\2_FALT\Fältdata\Indata\basNILS\Allegro_databaser_från_fält_2003-2009\Säsong_2008\Lag 76\Omrade231\Databas\Blå\Nilsdb.mdb"	NA	2008	2008-07-14 12:14:00	NA	NA	NA	"F2A0731B-CA04-4D2C-AB83-AF7F90A6BFA4"	"99308A9E-88E4-4FCA-BB34-99292684F941"
"ED6CB1F5-A483-4332-95BA-8E9056EB9C1C"	"71FA3062-8EF0-4FB3-B86E-6A476E627444"	106	1	5	1	100	290	100	36	-1	-1	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\2_FALT\Fältdata\Indata\basNILS\Allegro_databaser_från_fält_2003-2009\Säsong_2008\Lag 76\Omrade231\Databas\Blå\Nilsdb.mdb"	NA	2008	2008-07-14 12:14:00	NA	NA	NA	"F2A0731B-CA04-4D2C-AB83-AF7F90A6BFA4"	"99308A9E-88E4-4FCA-BB34-99292684F941"
"993D04DF-09B0-409E-A2E3-9ED9FC739CAB"	"824453BD-FF5F-4F2B-877C-1114D2FB8552"	106	1	9	1	100	184	100	26	-1	-1	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\2_FALT\Fältdata\Indata\basNILS\Allegro_databaser_från_fält_2003-2009\Säsong_2008\Lag 76\Omrade101\Databas\Blå\Nilsdb.mdb"	NA	2008	2008-06-13 10:09:00	NA	NA	NA	"F2A0731B-CA04-4D2C-AB83-AF7F90A6BFA4"	"99308A9E-88E4-4FCA-BB34-99292684F941"
"75EE7889-4999-495A-91DA-D98BD30495A5"	"60D7FD1F-9451-48B8-94B6-0948B93B5510"	106	1	10	1	100	231	100	85	-1	-1	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\2_FALT\Fältdata\Indata\basNILS\Allegro_databaser_från_fält_2003-2009\Säsong_2008\Lag 76\Omrade214\Databas\Röd\Nilsdb.mdb"	NA	2008	2008-08-27 14:05:00	NA	NA	NA	"F2A0731B-CA04-4D2C-AB83-AF7F90A6BFA4"	"99308A9E-88E4-4FCA-BB34-99292684F941"
"42C94408-A0B6-42D7-BB68-61F61DBEA5A9"	"F7D42AF8-E98A-419D-A93E-37B1F0F37024"	106	1	11	1	100	334	100	175	-1	-1	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\2_FALT\Fältdata\Indata\basNILS\Allegro_databaser_från_fält_2003-2009\Säsong_2008\Lag 76\Omrade77\Databas\Blå\Nilsdb.mdb"	NA	2008	2008-06-12 10:15:00	NA	NA	NA	"F2A0731B-CA04-4D2C-AB83-AF7F90A6BFA4"	"99308A9E-88E4-4FCA-BB34-99292684F941"
